title,visit_count,last_visit_time
BruinBear/Trajectory Calc/temp.py at main · UCLAX1/BruinBear,2,2025-03-08 14:36:23.074183
BruinBear/Motor Test at main · UCLAX1/BruinBear,6,2025-03-08 14:36:11.714939
BruinBear/Motor Test/run_motor_test.sh at main · UCLAX1/BruinBear,2,2025-03-08 14:36:07.157203
BruinBear/Motor Test/client.py at main · UCLAX1/BruinBear,2,2025-03-08 14:36:02.630359
BruinBear/Motor Test/MyJavaApp.java at main · UCLAX1/BruinBear,2,2025-03-08 14:35:56.848129
AkhileshBasetty (akhilesh),5,2025-03-08 14:35:43.595334
AkhileshBasetty (AkhileshBasetty) / Repositories,4,2025-03-08 14:35:42.648884
AkhileshBasetty/PowerPlayScorer,2,2025-03-08 14:35:37.532404
ppscorer.web.app/#/,2,2025-03-08 14:35:30.115176
ppscorer.web.app/#/,2,2025-03-08 14:35:30.114112
AkhileshBasetty/PowerPlayScorer,1,2025-03-08 14:35:21.398987
SaturnX77,3,2025-03-08 14:34:45.546761
AkhileshBasetty github - Google Search,1,2025-03-08 14:34:13.360111
AkhileshBasetty - Google Search,1,2025-03-08 14:33:59.467470
Commits · UCLAX1/BruinBear,3,2025-03-08 14:33:35.735845
SPARK MAX Getting Started | REV ION Brushless,2,2025-03-08 14:27:41.381804
Data Port | REV ION Brushless,2,2025-03-08 14:27:27.859857
Encoder Port | REV ION Brushless,2,2025-03-08 14:27:12.945840
Control Connections | REV ION Brushless,2,2025-03-08 14:26:48.758182
Power and Motor Connections | REV ION Brushless,4,2025-03-08 14:25:32.593284
SPARK MAX Overview | REV ION Brushless,5,2025-03-08 14:25:27.857887
REVLib | REVLib,8,2025-03-08 14:24:02.365692
SPARK Flex Overview | REV ION Brushless,2,2025-03-08 14:23:34.486959
Servo Hub | REV Crossover Products,1,2025-03-08 14:23:19.011688
Color Sensor V3 | REV Crossover Products,1,2025-03-08 14:23:12.536857
rev library - Google Search,1,2025-03-08 14:22:11.296229
Introduction to ROS - Google Docs,3,2025-03-08 14:17:03.753432
xAI,12,2025-03-08 14:15:11.083438
grok ai - Google Search,1,2025-03-08 14:15:09.631711
ProductFiles - Support Portal - Broadcom support portal,1,2025-03-08 14:13:30.679424
ProductDownloads - Support Portal - Broadcom support portal,1,2025-03-08 14:12:11.706547
Free Downloads - Support Portal - Broadcom support portal,1,2025-03-08 14:11:49.312482
My Downloads - Support Portal - Broadcom support portal,2,2025-03-08 14:11:35.163620
My Downloads - Support Portal - Broadcom support portal,1,2025-03-08 14:11:34.107262
Home - Support Portal - Broadcom support portal,2,2025-03-08 14:11:31.483994
Home - Support Portal - Broadcom support portal,1,2025-03-08 14:10:39.399912
Home - Support Portal - Broadcom support portal,1,2025-03-08 14:10:39.399912
,1,2025-03-08 14:10:29.981495
,1,2025-03-08 14:10:29.981495
Sign In,3,2025-03-08 14:10:24.544498
Sign In,4,2025-03-08 14:10:24.531193
Sign In,2,2025-03-08 14:10:03.473436
Sign In,2,2025-03-08 14:10:00.536804
Sign In,1,2025-03-08 14:09:14.740239
Sign In,4,2025-03-08 14:09:05.917602
Sign In,1,2025-03-08 14:09:05.897352
Sign In,1,2025-03-08 14:09:05.831624
Sign In,1,2025-03-08 14:09:05.831624
Sign In,3,2025-03-08 14:09:05.252061
,1,2025-03-08 14:09:04.991617
Please select your identity provider.,1,2025-03-08 14:09:03.903038
Home - Support Portal - Broadcom support portal,1,2025-03-08 14:08:57.066280
my site id - Support Portal - Broadcom support portal,3,2025-03-08 14:07:07.299311
Sign In,1,2025-03-08 14:06:53.089180
Sign In,1,2025-03-08 14:06:52.964398
Sign In,1,2025-03-08 14:06:52.964398
,1,2025-03-08 14:06:52.322804
Please select your identity provider. - Support Portal,2,2025-03-08 14:06:51.981104
Please select your identity provider. - Support Portal,2,2025-03-08 14:06:51.981104
VMware Fusion Pro: Now Available Free for Personal Use - VMware Fusion Blog,2,2025-03-08 14:06:43.591755
VMware Fusion Pro: Now Available Free for Personal Use - VMware Fusion Blog,2,2025-03-08 14:06:43.494953
Registration,1,2025-03-08 13:59:41.646916
Sign In,2,2025-03-08 13:59:32.744773
Sign In,2,2025-03-08 13:59:32.679425
Sign In,2,2025-03-08 13:59:32.641688
Broadcom Inc. - Sign In,1,2025-03-08 13:58:45.476582
Sign In,1,2025-03-08 13:58:00.677199
,1,2025-03-08 13:57:59.842052
what is an image computer science ubuntu - Google Search,1,2025-03-08 13:55:15.267354
what is an image computer science - Google Search,2,2025-03-08 13:55:11.078834
IBM Documentation,1,2025-03-08 13:55:10.363459
what is an image - Google Search,1,2025-03-08 13:54:56.350127
Ubuntu 22.04.5 LTS (Jammy Jellyfish),1,2025-03-08 13:52:41.587167
Is my Mac ARM or x64? - Quora,1,2025-03-08 13:49:26.785602
m2 arm or x64 - Google Search,1,2025-03-08 13:49:25.616747
Mac computers with Apple silicon - Apple Support,1,2025-03-08 13:45:45.059332
Mac computers with Apple silicon - Apple Support,1,2025-03-08 13:45:44.614808
Introduction to ROS - Google Docs,1,2025-03-08 13:45:41.949067
what is ros2 humble - Google Search,1,2025-03-08 13:43:44.172982
Ubuntu (deb packages) — ROS 2 Documentation: Humble documentation,1,2025-03-08 13:43:26.139260
Introduction to ROS - Google Docs,1,2025-03-08 13:43:21.453290
Introduction to ROS - Google Docs,1,2025-03-08 13:43:21.453290
Access Denied,1,2025-03-08 13:42:53.604782
Access Denied,1,2025-03-08 13:42:53.604782
Access Denied,1,2025-03-08 13:42:53.604782
Access Denied,1,2025-03-08 13:42:53.604782
Access Denied,1,2025-03-08 13:42:53.604782
vmware - Google Search,2,2025-03-08 13:42:11.765209
VMware by Broadcom - Cloud Computing for the Enterprise,1,2025-03-08 13:42:06.535046
Copy of X1 Robotics PDR 11/26/2024 - Google Slides,1,2025-03-08 13:28:37.336468
Copy of X1 Robotics PDR 11/26/2024 - Google Slides,1,2025-03-08 13:28:29.863155
Copy of X1 Robotics PDR 11/26/2024 - Google Slides,1,2025-03-08 13:28:27.528080
Copy of X1 Robotics PDR 11/26/2024 - Google Slides,1,2025-03-08 13:28:27.015586
Copy of X1 Robotics PDR 11/26/2024 - Google Slides,1,2025-03-08 13:28:26.294097
Copy of X1 Robotics PDR 11/26/2024 - Google Slides,2,2025-03-08 13:28:23.971187
Copy of X1 Robotics PDR 11/26/2024 - Google Slides,3,2025-03-08 13:28:21.580667
Copy of X1 Robotics PDR 11/26/2024 - Google Slides,3,2025-03-08 13:27:46.208587
Copy of X1 Robotics PDR 11/26/2024 - Google Slides,4,2025-03-08 13:27:45.824739
Copy of X1 Robotics PDR 11/26/2024 - Google Slides,3,2025-03-08 13:23:36.935991
Copy of X1 Robotics PDR 11/26/2024 - Google Slides,1,2025-03-08 13:21:23.853176
Copy of X1 Robotics PDR 11/26/2024 - Google Slides,1,2025-03-08 13:21:23.668898
Copy of X1 Robotics PDR 11/26/2024 - Google Slides,1,2025-03-08 13:21:23.519235
Copy of X1 Robotics PDR 11/26/2024 - Google Slides,1,2025-03-08 13:21:23.332435
Copy of X1 Robotics PDR 11/26/2024 - Google Slides,1,2025-03-08 13:21:23.151118
Copy of X1 Robotics PDR 11/26/2024 - Google Slides,1,2025-03-08 13:21:22.982245
Copy of X1 Robotics PDR 11/26/2024 - Google Slides,1,2025-03-08 13:21:22.827199
Copy of X1 Robotics PDR 11/26/2024 - Google Slides,1,2025-03-08 13:21:22.666911
Copy of X1 Robotics PDR 11/26/2024 - Google Slides,1,2025-03-08 13:20:45.473418
Copy of X1 Robotics PDR 11/26/2024 - Google Slides,2,2025-03-08 13:20:44.010393
Copy of X1 Robotics PDR 11/26/2024 - Google Slides,1,2025-03-08 13:20:43.720181
github.com/x1 ucla bear - Google Search,2,2025-03-08 13:19:54.093329
"UCLAX1/Guardian-V2: ASME UCLA X1 Robotics Project, 2019-2020",1,2025-03-08 13:19:53.107981
github.com/x1 - Google Search,2,2025-03-08 13:19:44.868744
x1- (x1),1,2025-03-08 13:19:42.952055
bruin bear robot github x1 - Google Search,1,2025-03-08 13:19:29.996413
bruin bear robot github - Google Search,1,2025-03-08 13:19:25.489080
AIS-UCLA/cherf: Charged Peforator,2,2025-03-08 13:08:04.370036
(NEW) Connecting to the cluster with cherf | AI Safety at UCLA Blog,4,2025-03-08 13:07:58.597987
What majors specialize in robotics? - Quora,1,2025-03-08 11:40:38.817264
best major for robotics - Google Search,1,2025-03-08 11:40:00.002356
Student Clubs and Organizations | UCLA Samueli School Of Engineering,2,2025-03-08 11:39:32.791080
ucla robotics clubs - Google Search,1,2025-03-08 11:39:31.092710
Deloitte - Wikipedia,1,2025-03-08 10:46:27.286650
Deloitte - Wikipedia,1,2025-03-08 10:46:27.286650
About Deloitte | Our global network of member firms,1,2025-03-08 10:46:15.994627
Deloitte and the James Beard Foundation | Deloitte US,1,2025-03-08 10:46:02.272338
"Deloitte US | Audit, Consulting, Advisory, and Tax Services",1,2025-03-08 10:46:00.587817
deloitte - Google Search,1,2025-03-08 10:45:58.034731
Man climbs Palace of Westminster tower with Palestinian flag - BBC News,1,2025-03-08 10:35:14.555035
Man with Palestinian flag climbs London's Big Ben | AP News,1,2025-03-08 10:33:12.620156
Man with Palestinian flag climbs London's Big Ben | AP News,1,2025-03-08 10:32:59.968849
man climbs big ben - Google Search,1,2025-03-08 10:32:42.970986
https://arxiv.org/pdf/2106.09685,9,2025-03-08 10:32:32.941070
tandpfun (tandpfun) / Repositories,2,2025-03-08 00:15:39.231647
tandpfun (Thijs),4,2025-03-08 00:15:38.981150
TreeHacks,8,2025-03-08 00:15:17.599393
TreeHacks/hackpack-chrome-ext,3,2025-03-08 00:14:55.205761
TreeHacks/hackpack-react-native,3,2025-03-08 00:14:47.027423
TreeHacks/computer-vision-hackpack,3,2025-03-08 00:14:33.675605
gartha italy - Google Search,1,2025-03-07 19:14:54.267089
gartha italy - Google Search,1,2025-03-07 19:14:51.081207
gartha italy - Google Search,1,2025-03-07 19:14:49.254670
[2106.09685] LoRA: Low-Rank Adaptation of Large Language Models,3,2025-03-07 15:03:41.938453
 lora paper - Google Search,1,2025-03-07 15:03:40.878026
temp lora paper - Google Search,1,2025-03-07 15:03:38.600348
[2401.11504] With Greater Text Comes Greater Necessity: Inference-Time Training Helps Long Text Generation,3,2025-03-07 15:01:19.657789
temp lora paper - Google Search,1,2025-03-07 15:01:18.487373
Wealthiest Cities | USA Wealth Report 2024 | Henley & Partners,2,2025-03-07 14:56:13.647625
richest cities in the us - Google Search,1,2025-03-07 14:56:03.761561
Home - Mantis Robotics,1,2025-03-07 14:22:00.221787
Home - Mantis Robotics,1,2025-03-07 14:22:00.221787
mantis robotics - Google Search,1,2025-03-07 14:21:53.218087
mantis robotics - Google Search,1,2025-03-07 14:21:53.218087
lego chima - Google Search,1,2025-03-07 13:48:15.256332
lions legos - Google Search,1,2025-03-07 13:48:12.267580
lions legos - Google Search,1,2025-03-07 13:48:11.319815
lions legos - Google Search,1,2025-03-07 13:48:03.577236
UCLA Athletics | UCLA Athletics | UCLA,1,2025-03-07 10:15:53.466689
Home | UCLA Central Ticket Office,1,2025-03-07 10:15:46.595453
ucla ticket office - Google Search,1,2025-03-07 10:15:29.726469
ucla ticket office - Google Search,1,2025-03-07 10:15:29.726469
UCLA Bruins Basketball Tickets - StubHub,1,2025-03-07 10:15:13.533290
UCLA Bruins Basketball Tickets - StubHub,1,2025-03-07 10:15:08.617988
UCLA Bruins Basketball Tickets - StubHub,1,2025-03-07 10:15:08.617988
usc vs ucla basketball tickets - Google Search,1,2025-03-07 10:15:04.156870
USC vs UCLA - Google Search,1,2025-03-07 10:15:00.955728
USC vs UCLA - Google Search,1,2025-03-07 10:14:41.603592
USC vs UCLA - Google Search,1,2025-03-07 10:14:41.603592
ucla march madness - Google Search,1,2025-03-07 10:14:23.141697
ucla march madness - Google Search,1,2025-03-07 10:14:13.244532
"2025 March Madness: Men's NCAA tournament schedule, dates | NCAA.com",2,2025-03-07 10:13:29.705565
NCAA bracket for March Madness | NCAA.com,1,2025-03-07 10:13:08.194234
nba march madness - Google Search,1,2025-03-07 10:13:05.772927
ucla dining - Google Search,1,2025-03-07 10:12:59.620964
adrian ucla - Google Search,1,2025-03-07 10:02:30.219903
samuel acker - Google Search,1,2025-03-07 10:02:21.533316
Company | H2MOF,1,2025-03-07 10:02:13.680348
Profile | LinkedIn,2,2025-03-07 10:01:33.608269
Profile | LinkedIn,1,2025-03-07 10:01:33.310623
samuel acker - Google Search,1,2025-03-07 10:01:28.719641
Browser History Examiner - Analyse & report on web browser history,1,2025-03-07 09:58:08.775064
analyzing browser heitory - Google Search,1,2025-03-07 09:57:55.701414
ucla dining - Google Search,1,2025-03-07 00:27:11.176592
Instagram cofounder predicts how the work of a software engineer will change in the next 3 years,2,2025-03-07 00:26:34.352617
Boost Your Coding Fu With VSCode and Vim - Cheatsheet | Barbarian Meets Coding,1,2025-03-06 23:35:31.623619
vim for vscode cheat sheet - Google Search,1,2025-03-06 23:35:28.882320
vim docs - Google Search,3,2025-03-06 23:35:19.542153
Vimdoc : the online source for Vim documentation,1,2025-03-06 23:35:12.454690
Vim documentation : vim online,1,2025-03-06 23:34:58.340481
vim - Google Search,1,2025-03-06 23:34:53.454258
langchain-anthropic: 0.3.9 — 🦜🔗 LangChain documentation,1,2025-03-06 22:15:15.930176
langchain: 0.3.20 — 🦜🔗 LangChain documentation,1,2025-03-06 22:14:55.055159
LangChain Python API Reference — 🦜🔗 LangChain documentation,1,2025-03-06 22:14:45.962345
langchain - Google Search,1,2025-03-06 22:14:06.834327
grok ai - Google Search,1,2025-03-06 22:08:05.330378
Arduino-Quadcopter/Quadcopter at master · ryanlpeterman/Arduino-Quadcopter,5,2025-03-06 21:28:51.991451
Arduino-Quadcopter/Quadcopter/Bluetooth at master · ryanlpeterman/Arduino-Quadcopter,3,2025-03-06 21:28:51.660292
Arduino-Quadcopter/Quadcopter/Bluetooth/Bluetooth.ino at master · ryanlpeterman/Arduino-Quadcopter,2,2025-03-06 21:28:50.313212
Arduino-Quadcopter/Quadcopter/Imu.ino at master · ryanlpeterman/Arduino-Quadcopter,2,2025-03-06 21:28:45.004239
ryanlpeterman/Arduino-Quadcopter: Arduino Quadcopter Flight Controller,2,2025-03-06 21:28:41.044683
ryanlpeterman (ryanlpeterman) / Repositories,9,2025-03-06 21:28:34.973026
ryanlpeterman/chess-ai: personal project to write a computer player for Chess,3,2025-03-06 21:28:26.034570
chess-ai/js at master · ryanlpeterman/chess-ai,6,2025-03-06 21:28:25.166930
chess-ai/js/chess.js at master · ryanlpeterman/chess-ai,2,2025-03-06 21:27:44.223670
chess-ai/js/chessboard-0.3.0.min.js at master · ryanlpeterman/chess-ai,2,2025-03-06 21:27:33.165686
chess-ai/js/main.js at master · ryanlpeterman/chess-ai,2,2025-03-06 20:28:51.840932
ryanlpeterman/hugo-theme-hello-friend-ng: Pretty basic theme for Hugo that covers all of the essentials. All you have to do is start typing!,1,2025-03-06 20:28:07.779893
ryanlpeterman/competitive-programming: Competitive programming file dump. Root directory contains my competititve template,1,2025-03-06 20:27:41.827742
ryanlpeterman (Ryan Lewis Peterman),4,2025-03-06 20:27:06.499743
UCLA-IEEE/Peterman-Bot: Slack bot for IEEE at UCLA,5,2025-03-06 20:27:03.477227
Peterman-Bot/peterman_bot at development · UCLA-IEEE/Peterman-Bot,4,2025-03-06 20:27:03.188269
Peterman-Bot/peterman_bot/PetermanBot.py at development · UCLA-IEEE/Peterman-Bot,2,2025-03-06 20:27:00.899397
ryanlpeterman/pump-and-dump-bot: Crypto trading bot that monitors twitter feeds to take advantage of pump and dumps. Uses Twitter and Bittrex APIs,5,2025-03-06 20:26:26.859381
pump-and-dump-bot/test.jpg at master · ryanlpeterman/pump-and-dump-bot,3,2025-03-06 20:26:23.290002
pump-and-dump-bot/bot.py at master · ryanlpeterman/pump-and-dump-bot,3,2025-03-06 20:26:17.811164
Metal Performance Shaders (MPS),1,2025-03-06 15:52:55.321327
Calendar | ASME at UCLA,1,2025-03-06 15:47:39.792901
American Society of Mechanical Engineers | ASME at UCLA,1,2025-03-06 15:47:35.963019
AsME discord ucla - Google Search,1,2025-03-06 15:47:33.517072
AsME discord - Google Search,1,2025-03-06 15:47:31.828122
"Resources for ASME Young Professionals, Early Career Engineers, & Recent Graduates",1,2025-03-06 15:47:29.807908
AsME discord - Google Search,1,2025-03-06 15:47:28.002668
grok ai - Google Search,1,2025-03-06 15:46:26.830916
"Google Calendar - Thursday, March 20, 2025",2,2025-03-06 15:39:02.243878
how to quit device usage torch - Google Search,2,2025-03-06 11:08:51.376577
python - How to tell PyTorch to not use the GPU? - Stack Overflow,1,2025-03-06 11:08:37.433372
using mps metal shaders on mac - Google Search,1,2025-03-06 11:06:12.639145
How to remove specific substrings from a set of strings in Python? - Stack Overflow,1,2025-03-06 10:59:09.392730
how to remove a given string from another string python - Google Search,1,2025-03-06 10:59:07.154563
.strip() python - Google Search,1,2025-03-06 10:58:51.938932
removing part of a string in a python file name - Google Search,1,2025-03-06 10:57:41.801680
creating a dataframe pandas - Google Search,1,2025-03-06 10:56:05.141292
pandas.DataFrame.to_csv — pandas 2.2.3 documentation,1,2025-03-06 10:55:09.833844
saving a .pkl as a .csv using panfas - Google Search,1,2025-03-06 10:55:03.167408
csv — CSV File Reading and Writing — Python 3.13.2 documentation,1,2025-03-06 10:54:06.366163
wrwiting data to a .csv file python - Google Search,1,2025-03-06 10:53:55.842245
opening .pkl files - Google Search,2,2025-03-06 10:53:45.310855
How to Unpack a PKL File in Python - GeeksforGeeks,1,2025-03-06 10:52:00.610565
is pickle already downloade - Google Search,1,2025-03-06 10:49:07.183905
python - How to unpack pkl file - Stack Overflow,1,2025-03-06 10:48:14.123664
opening .pkl files - Google Search,2,2025-03-06 10:48:12.588849
openai/gym: A toolkit for developing and comparing reinforcement learning algorithms.,1,2025-03-06 10:47:58.158984
Make your own custom environment - Gym Documentation,1,2025-03-06 10:47:56.951757
creating virtual environment python - Google Search,1,2025-03-06 10:44:33.951944
Recent - Google Drive,10,2025-03-06 10:19:49.099167
Shared with me - Google Drive,6,2025-03-06 10:19:48.499755
What is Figma? – Figma Learn - Help Center,1,2025-03-06 09:52:05.916539
Figma: The Collaborative Interface Design Tool,1,2025-03-06 09:51:09.901566
figms - Google Search,1,2025-03-06 09:51:07.893580
Instagram cofounder predicts how the work of a software engineer will change in the next 3 years - Google Search,1,2025-03-06 09:49:32.112107
"Business Insider - Latest News in Tech, Markets, Economy & Innovation",1,2025-03-06 09:49:21.121724
Instagram Cofounder Says Software Engineer Work Is Changing - Business Insider,1,2025-03-06 09:49:09.692731
UCLA DataRes | What is DataRes?,1,2025-03-06 09:48:02.433999
UCLA DataRes | What is DataRes?,1,2025-03-06 09:48:02.433999
UCLA DataRes | Research,1,2025-03-06 09:47:41.016995
UCLA DataRes | Research,1,2025-03-06 09:47:41.016995
UCLA DataRes,1,2025-03-06 09:47:30.544955
datares ucls - Google Search,1,2025-03-06 09:47:27.451100
Profile | LinkedIn,3,2025-03-06 09:46:50.064228
Profile | LinkedIn,1,2025-03-06 09:46:50.064228
junying li ucla - Google Search,1,2025-03-06 09:46:44.239229
junying li ucla - Google Search,1,2025-03-06 09:46:44.239229
junhyeong park ucla cs - Google Search,1,2025-03-06 09:46:38.990116
Profile | LinkedIn,3,2025-03-06 09:46:27.154105
junhyeong park ucla cs - Google Search,1,2025-03-06 09:46:19.665471
junhyeong park ucla - Google Search,1,2025-03-06 09:46:17.082384
junhyeong park ucla - Google Search,1,2025-03-06 09:44:06.904964
junhyeong park ucla - Google Search,1,2025-03-06 09:44:06.904964
jungyeong park ucla - Google Search,1,2025-03-06 09:43:58.952539
jungyeong park ucla - Google Search,1,2025-03-06 09:43:38.446879
Waiving UCSHIP | Arthur Ashe Student,1,2025-03-06 09:41:26.974988
how often to fill out uc ship fee waiverV - Google Search,1,2025-03-06 09:40:53.450572
Key Papers in Deep RL — Spinning Up documentation,1,2025-03-06 00:54:12.164621
reinforcement learning paper - Google Search,1,2025-03-06 00:54:09.716045
reinforcement learning - Google Search,2,2025-03-06 00:54:01.506690
,1,2025-03-06 00:53:32.947730
[2211.17192] Fast Inference from Transformers via Speculative Decoding,1,2025-03-05 23:56:59.259261
Movie Night Attendance,1,2025-03-05 21:40:35.439437
Movie Night Attendance,1,2025-03-05 21:37:05.951470
Movie Night Attendance,1,2025-03-05 21:37:05.951470
The Modern JavaScript Tutorial,5,2025-03-05 20:18:23.346788
LLM + RAG: Creating an AI-Powered File Reader Assistant | Towards Data Science,3,2025-03-05 20:18:21.912097
LLM101n/llm101n.jpg at master · karpathy/LLM101n · GitHub,1,2025-03-05 20:01:07.167325
GitHub - karpathy/LLM101n: LLM101n: Let's build a Storyteller,1,2025-03-05 20:00:29.613574
Roast Beef Tenderloin | UCLA Housing-Dining,1,2025-03-05 19:26:45.881402
Garlic Pea Mashed Potatoes | UCLA Housing-Dining,1,2025-03-05 19:26:42.992961
ucla dining - Google Search,1,2025-03-05 19:26:24.749457
ucla dining - Google Search,1,2025-03-05 19:26:22.881774
ucla dining - Google Search,1,2025-03-05 19:26:21.949561
6 A.I. Startups Backed by OpenAI Co-Founder Andrej Karpathy | Observer,3,2025-03-05 19:26:15.254595
Products of Array Except Self - NeetCode,1,2025-03-05 16:17:31.382863
pygame.draw — pygame v2.6.0 documentation,1,2025-03-05 15:59:30.892895
how to create circles in pygame - Google Search,1,2025-03-05 15:59:29.493240
pygame.Color — pygame v2.6.0 documentation,1,2025-03-05 15:55:41.272846
pygame.locals — pygame v2.6.0 documentation,1,2025-03-05 15:55:08.787313
pygame.display — pygame v2.6.0 documentation,1,2025-03-05 15:54:54.548104
File Path Function Arguments — pygame v2.6.0 documentation,1,2025-03-05 15:54:48.122405
pygame.display — pygame v2.6.0 documentation,1,2025-03-05 15:54:41.011858
Introduction to pygame - GeeksforGeeks,1,2025-03-05 15:47:12.312868
PyGame Tutorial - GeeksforGeeks,1,2025-03-05 15:47:00.348561
pygame - Google Search,1,2025-03-05 15:46:57.105032
,1,2025-03-05 15:46:49.592212
,1,2025-03-05 15:46:49.592212
pygame.display — pygame v2.6.0 documentation,1,2025-03-05 15:45:04.757374
pygame.draw — pygame v2.6.0 documentation,1,2025-03-05 15:45:01.840219
pygame.event — pygame v2.6.0 documentation,1,2025-03-05 15:44:59.152985
pygame.mouse — pygame v2.6.0 documentation,1,2025-03-05 15:44:49.798619
Pygame Intro — pygame v2.6.0 documentation,2,2025-03-05 15:44:31.846569
Pygame Front Page — pygame v2.6.0 documentation,3,2025-03-05 15:44:28.225257
Pip Freeze > Requirements.txt: A Beginner's Guide - DEV Community,1,2025-03-05 15:44:04.131188
pip freeze command does what - Google Search,1,2025-03-05 15:44:03.660524
pip freeze command does what - Google Search,1,2025-03-05 15:43:35.756398
Python Requirements.txt – How to Create and Pip Install Requirements.txt in Python,1,2025-03-05 15:43:02.598897
adding requirement dowbnloads into requirements.txt - Google Search,2,2025-03-05 15:42:58.226810
python - Automatically create file 'requirements.txt' - Stack Overflow,1,2025-03-05 15:42:23.761867
markus-ebke/python-billiards: A 2D physics engine for simulating dynamical billiards.,5,2025-03-05 15:41:44.814141
python billiard game - Google Search,3,2025-03-05 15:41:29.679741
How to undo a ctrl + z in vs code? : r/vscode,2,2025-03-05 15:40:38.060776
Using a .venv Folder for Python Virtual Environments - Claude,1,2025-03-05 15:39:55.365990
python - Where should virtualenvs be created? - Stack Overflow,3,2025-03-05 15:38:28.917619
Sign in - Google Accounts,2,2025-03-05 15:38:26.642549
Sign in - Google Accounts,1,2025-03-05 15:38:26.639248
,1,2025-03-05 15:38:26.252200
python - How can I install packages using pip according to the requirements.txt file from a local directory? - Stack Overflow,1,2025-03-05 15:38:15.598515
python - Where should virtualenvs be created? - Stack Overflow,1,2025-03-05 15:38:11.757738
python - Where should virtualenvs be created? - Stack Overflow,1,2025-03-05 15:38:11.757738
python - Where should virtualenvs be created? - Stack Overflow,1,2025-03-05 15:38:11.757738
Sign in - Google Accounts,1,2025-03-05 15:38:09.103471
Sign in - Google Accounts,1,2025-03-05 15:38:08.513212
Log In - Stack Overflow,1,2025-03-05 15:38:06.298627
The ultimate introduction to Pygame - YouTube,1,2025-03-05 15:16:35.276789
where to store virtual environments python - Google Search,1,2025-03-05 15:16:24.100072
undo ctrl z vscode - Google Search,3,2025-03-05 15:16:04.890473
visual studio code - Can we set VSCode Undo (ctrl + z) to undo last change with TWO hits (two times ctrl +z) if last change location is not in the current page? - Stack Overflow,1,2025-03-05 15:15:49.692328
how to install from requirements.txt - Google Search,1,2025-03-05 15:14:04.149270
creating a python virtual environment - Google Search,1,2025-03-05 15:13:55.432802
Billiard Pool Game Development with Pygame - Grok,1,2025-03-05 12:43:29.673115
,2,2025-03-05 12:41:22.975690
AIS-UCLA/cherf: Charged Peforator,1,2025-03-05 12:10:40.343124
AIS-UCLA/cherf: Charged Peforator,7,2025-03-05 12:10:28.422443
The Ultra-Scale Playbook - a Hugging Face Space by nanotron,2,2025-03-05 12:10:22.167942
pygame - Google Search,1,2025-03-05 11:49:22.801866
The Front-End Developer Career Path: Learn the skills you'll need to launch your career in web development,2,2025-03-05 11:35:21.505391
Home,7,2025-03-05 11:35:14.327186
Courses,1,2025-03-05 11:35:08.141063
Courses,1,2025-03-05 11:35:07.122931
Courses,7,2025-03-05 11:34:23.105699
nkatz565/CS229-pool: 229 Final project,7,2025-03-05 11:31:16.504596
CS229-pool/output/results at master · nkatz565/CS229-pool,7,2025-03-05 11:31:15.736899
CS229-pool/output/results/backup at master · nkatz565/CS229-pool,3,2025-03-05 11:31:15.321658
CS229-pool/output/results/backup/q_table_200.txt at master · nkatz565/CS229-pool,2,2025-03-05 11:31:12.971909
CS229-pool/output/results/a3c_1000.txt at master · nkatz565/CS229-pool,2,2025-03-05 11:31:05.838345
CS229-pool/output/results/dqn_1000.png at master · nkatz565/CS229-pool,2,2025-03-05 11:31:01.861189
CS229-pool/output/results/a3c_discrete_1000_4.png at master · nkatz565/CS229-pool,2,2025-03-05 11:30:58.136698
CS229-pool/src at master · nkatz565/CS229-pool,8,2025-03-05 11:30:23.061067
CS229-pool/src/model at master · nkatz565/CS229-pool,3,2025-03-05 11:30:22.254098
CS229-pool/src/model/q_table at master · nkatz565/CS229-pool,3,2025-03-05 11:30:21.785888
CS229-pool/src/model/q_table/q_table.py at master · nkatz565/CS229-pool,2,2025-03-05 11:30:12.594477
CS229-pool/src/game at master · nkatz565/CS229-pool,5,2025-03-05 11:29:57.420040
CS229-pool/src/game/cue.py at master · nkatz565/CS229-pool,2,2025-03-05 11:29:50.577351
CS229-pool/src/game/physics.py at master · nkatz565/CS229-pool,2,2025-03-05 11:29:26.326140
CS229-pool/src/game/collisions.py at master · nkatz565/CS229-pool,2,2025-03-05 11:29:17.079194
MorvanZhou/pytorch-A3C: Simple A3C implementation with pytorch + multiprocessing,7,2025-03-05 11:28:55.390117
pytorch-A3C/discrete_A3C.py at master · MorvanZhou/pytorch-A3C,3,2025-03-05 11:28:30.528051
pytorch-A3C/shared_adam.py at master · MorvanZhou/pytorch-A3C,3,2025-03-05 11:28:25.393820
pytorch-A3C/results at master · MorvanZhou/pytorch-A3C,3,2025-03-05 11:28:21.471517
show me any pre-made pool billiard python simulations with physics and...,2,2025-03-05 11:27:11.242488
The Front-End Developer Career Path: Learn the skills you'll need to launch your career in web development,6,2025-03-05 11:27:08.556979
UCLA survives collapse in final minutes to eke out win over Northwestern - Yahoo Sports,1,2025-03-05 09:56:56.035880
How U.S. Students Perform at Basic Math and Reading - Visual Capitalist,2,2025-03-05 09:53:38.193421
Former Stanford admissions officer warns against exaggerating extracurricular activities in US college applications - VnExpress International,3,2025-03-05 09:53:18.588065
